carat,c0lor,clarity,prise,cut
1,H,SI2,3584,Very Good
1,E,I1,3584,Very Good
1,E,I1,3584,Very Good
1,F,SI2,3584,Very Good
0.7,E,VVS2,3585,Premium
0.7,E,NA,3585,Premium
0.97,D,SI2,3585,Very Good
0.92,E,SI1,3586,Very Good
0.9,J,VS1,3587,Very Good
0.7,F,VVS1,3587,Premium
1.04,E,SI2,3588,Very Good
0.91,F,SI2,3588,Very Good
0.82,E,SI1,3588,Premium
1.11,D,I1,3589,Very Good
0.73,G,NA,3589,Premium
0.95,E,NA,3590,Very Good
0.78,G,VS2,3590,Premium
0.74,F,NA,3590,Premium
1.08,F,SI2,3590,Very Good
0.7,G,IF,3591,Premium
0.84,E,VS2,3591,Premium
1.01,J,SI2,3592,Very Good
1.01,H,SI2,3592,Very Good
0.9,G,SI2,3593,Very Good
0.82,D,NA,3593,Premium
0.99,H,VS2,3593,Very Good
1.05,J,VS2,3593,Very Good
0.74,F,VS1,3593,Premium
0.93,G,SI2,3594,Very Good
0.9,H,SI1,3595,Very Good
0.9,H,SI1,3595,Very Good
1.07,G,SI2,3595,Very Good
0.73,G,VS2,3595,Premium
0.78,D,VS2,3595,Premium
0.9,E,NA,3595,Very Good
0.9,E,SI2,3595,Very Good
0.9,E,NA,3595,Very Good
0.9,E,SI2,3595,Very Good
0.84,G,VS2,3596,Premium
0.9,G,SI1,3597,Very Good
1.01,F,SI2,3597,Very Good
0.8,D,SI1,3597,Premium
1.01,F,SI2,3597,Very Good
1.01,I,VS2,3597,Very Good
1.01,F,SI2,3597,Very Good
1.01,F,SI2,3597,Very Good
1.01,F,SI2,3597,Very Good
1.01,F,SI2,3597,Very Good
1.01,J,SI1,3599,Very Good
1.02,J,SI2,3599,Very Good
0.9,E,SI2,3599,Very Good
0.9,E,SI2,3599,Very Good
1.05,G,SI2,3599,Very Good
1.02,F,I1,3599,Very Good
0.9,E,SI2,3599,Very Good
1.02,J,NA,3599,Very Good
1.5,H,I1,3599,Good
0.9,H,VS2,3601,Very Good
0.81,E,VS2,3601,Premium
0.78,E,VS1,3601,Premium
1.02,J,NA,3601,Very Good
0.9,F,SI2,3601,Very Good
0.72,E,VS2,3601,Premium
0.78,E,NA,3601,Premium
0.72,E,VS2,3601,Premium
0.72,E,VS2,3601,Premium
0.72,E,VS2,3601,Premium
0.72,D,VS1,3601,Premium
1.09,G,SI2,3601,Very Good
0.7,F,VVS1,3602,Premium
0.83,G,NA,3602,Premium
1.13,H,NA,3603,Very Good
1.04,I,SI2,3603,Very Good
1.04,J,NA,3603,Very Good
0.8,F,VS1,3603,Premium
0.83,F,VS1,3603,Premium
1.1,I,NA,3604,Very Good
0.71,F,VVS1,3604,Premium
1.01,D,SI2,3604,Very Good
0.9,D,VS2,3604,Very Good
1.1,I,SI2,3604,Very Good
0.9,F,SI1,3604,Very Good
0.9,I,NA,3605,Very Good
1.01,D,SI2,3605,Very Good
0.9,F,SI2,3605,Very Good
0.79,E,VS2,3605,Premium
0.79,D,SI1,3605,Premium
1.16,I,SI2,3605,Very Good
1.11,H,SI2,3605,Very Good
0.73,G,NA,3606,Premium
1.15,H,I1,3606,Very Good
0.73,E,VS1,3607,Premium
1.13,F,I1,3607,Very Good
1.03,D,SI2,3607,Very Good
1.13,F,I1,3607,Very Good
0.91,F,SI2,3609,Very Good
1.06,F,I1,3609,Very Good
0.9,E,SI1,3609,Very Good
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,I,VVS1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,I,NA,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,NA,571,Fair
0.31,D,SI1,571,Fair
0.31,D,NA,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,I,VVS1,571,Fair
0.31,D,SI1,571,Fair
0.31,I,VVS1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,SI1,571,Fair
0.31,I,VVS1,571,Fair
0.31,D,NA,571,Fair
0.91,G,SI2,3610,Very Good
0.72,H,VVS1,3610,Premium
1.01,I,SI1,3610,Very Good
0.92,I,SI1,3610,Very Good
0.75,F,SI1,3610,Premium
0.96,H,SI2,3611,Very Good
0.7,H,VVS1,3611,Premium
1.01,E,SI2,3611,Very Good
1.04,H,SI2,3611,Very Good
0.71,F,VVS2,3612,Premium
0.7,E,VS2,3612,Premium
1,E,SI2,3612,Very Good
0.92,D,SI2,3613,Very Good
0.78,G,VS2,3613,Premium
0.9,F,NA,3613,Very Good
1.15,G,SI2,3613,Very Good
0.72,G,NA,3614,Premium
1,J,SI1,3614,Very Good
1.09,G,I1,3614,Very Good
0.91,G,SI2,3615,Very Good
0.9,G,SI1,3615,Very Good
0.9,G,SI1,3615,Very Good
1.05,F,SI2,3615,Very Good
0.73,D,SI1,3615,Premium
0.9,G,SI1,3615,Very Good
0.9,G,SI1,3615,Very Good
1.09,J,VS2,3615,Very Good
1.05,J,SI2,3616,Very Good
0.74,E,VVS2,3616,Premium
0.73,F,VVS2,3616,Premium
1,J,SI1,3616,Very Good
0.9,J,VVS1,3617,Very Good
1.03,H,SI1,3617,Very Good
0.91,F,SI1,3618,Very Good
0.92,H,SI1,3618,Very Good
0.92,G,SI2,3618,Very Good
0.91,I,VVS2,3618,Very Good
0.7,D,VS1,3618,Premium
0.7,D,NA,3618,Premium
0.71,D,NA,3618,Premium
0.91,F,SI2,3618,Very Good
0.9,F,SI2,3619,Very Good
0.9,F,SI2,3619,Very Good
0.72,D,VS1,3619,Premium
0.88,F,SI2,3619,Premium
1.01,J,VS2,3620,Very Good
1.01,I,NA,3620,Very Good
1.01,G,SI2,3620,Very Good
0.73,D,VS1,3620,Premium
0.91,I,VS1,3620,Very Good
1.01,H,SI2,3620,Very Good
0.93,F,SI2,3620,Very Good
0.73,E,VS1,3620,Premium
0.82,F,VS2,3621,Premium
0.9,F,SI2,3621,Very Good
0.7,D,VVS2,3622,Premium
0.7,D,VVS2,3622,Premium
0.7,F,VVS1,3622,Premium
0.72,D,VS1,3622,Premium
0.72,D,VS1,3622,Premium
0.8,E,SI1,3622,Premium
0.82,E,SI1,3622,Premium
0.98,F,SI1,3622,Very Good
0.7,E,IF,3622,Premium
1.1,F,I1,3623,Very Good
0.92,H,SI1,3624,Very Good
0.94,H,NA,3624,Very Good
0.9,F,SI1,3624,Very Good
0.81,F,VS2,3624,Premium
0.81,F,VS2,3624,Premium
0.75,D,VS2,3625,Premium
0.92,F,SI2,3625,Very Good
0.61,D,VVS1,3625,Ideal
0.9,E,SI1,3625,Very Good
0.83,E,VS2,3625,Premium
0.83,E,VS2,3625,Premium
0.9,E,SI1,3625,Very Good
0.71,F,VVS1,3626,Premium
1.01,G,NA,3626,Very Good
1.01,G,SI2,3626,Very Good
0.9,H,SI2,3627,Very Good
0.79,E,VS2,3628,Premium
1,I,SI2,3629,Very Good
1,I,SI2,3629,Very Good
0.9,I,VS2,3629,Premium
0.72,D,VS1,3629,Premium
0.9,G,SI1,3629,Premium
0.9,H,SI1,3629,Premium
0.9,H,SI1,3629,Premium
0.9,H,SI1,3629,Premium
0.9,H,VS2,3629,Premium
1.08,H,SI2,3629,Very Good
0.9,F,SI2,3629,Premium
0.9,F,SI2,3630,Premium
0.8,E,SI1,3630,Premium
1,G,SI1,3631,Very Good
0.91,E,SI2,3632,Very Good
0.9,D,SI2,3632,Premium
0.91,E,SI2,3632,Very Good
0.74,E,VVS2,3633,Premium
1.02,F,SI2,3633,Very Good
1.06,G,SI2,3633,Very Good
1.02,F,SI2,3633,Very Good
1.02,F,SI2,3633,Very Good
0.94,D,SI2,3634,Very Good
1,D,SI2,3634,Very Good
1,D,SI2,3634,Very Good
1,D,NA,3634,Very Good
1,G,SI1,3634,Very Good
1,G,SI1,3634,Very Good
1,G,SI1,3634,Very Good
1.03,J,SI2,3634,Very Good
1,D,SI2,3634,Very Good
1.03,F,I1,3634,Very Good
1.03,H,SI2,3634,Very Good
0.91,H,SI1,3635,Very Good
0.74,G,VS1,3635,Premium
0.74,G,VS1,3635,Premium
1.12,J,VS2,3638,Very Good
0.91,E,SI2,3638,Very Good
1.02,J,SI2,3639,Very Good
0.91,E,SI2,3639,Very Good
0.91,E,SI2,3639,Very Good
1.14,I,SI1,3639,Very Good
1,F,SI2,3640,Very Good
0.76,F,VVS2,3640,Premium
1.03,J,SI2,3640,Very Good
1,H,NA,3640,Very Good
1,H,SI2,3640,Very Good
1,H,SI2,3640,Very Good
1,H,SI2,3640,Very Good
1,I,SI1,3640,Very Good
1,H,SI2,3640,Very Good
1,I,SI1,3640,Very Good
1,J,VS1,3640,Very Good
1,G,SI2,3640,Very Good
1,H,NA,3640,Very Good
0.82,E,VS2,3641,Premium
0.85,F,VS2,3641,Premium
0.71,G,IF,3642,Premium
0.91,F,SI2,3642,Very Good
0.9,J,VS1,3643,Premium
0.9,D,SI2,3643,Premium
0.77,D,VS1,3643,Premium
0.81,E,SI1,3643,Premium
0.9,H,SI1,3643,Premium
1.16,D,I1,3644,Very Good
0.9,I,VS1,3644,Premium
0.9,H,SI1,3644,Premium
0.9,I,VS1,3644,Premium
0.93,G,SI2,3644,Very Good
0.7,F,VVS2,3644,Premium
0.91,E,SI2,3644,Very Good
0.91,F,SI1,3644,Very Good
0.77,D,VS1,3644,Premium
1.16,G,SI2,3644,Very Good
1,G,SI2,3646,Very Good
0.93,H,SI1,3646,Very Good
0.77,F,VS1,3647,Premium
0.8,E,VS2,3648,Premium
0.76,H,VVS1,3648,Premium
0.76,F,VS2,3648,Premium
0.76,G,VS1,3648,Premium
0.92,G,NA,3648,Very Good
0.76,E,VS1,3649,Premium
0.92,E,SI1,3649,Very Good
0.9,G,SI1,3649,Premium
0.9,G,SI1,3649,Premium
0.73,E,VS2,3649,Premium
0.92,G,SI2,3650,Very Good
0.93,J,VS1,3651,Very Good
1.02,J,VS2,3651,Very Good
1,G,SI2,3651,Very Good
0.82,G,VS1,3652,Premium
0.95,H,SI2,3652,Very Good
0.8,F,VS2,3653,Premium
0.91,F,SI2,3653,Very Good
0.8,F,NA,3653,Premium
0.76,G,VVS2,3655,Premium
1.01,J,VS2,3655,Very Good
0.77,F,NA,3655,Premium
1.11,D,I1,3655,Very Good
1.07,G,SI2,3655,Very Good
1.02,G,NA,3656,Very Good
0.9,I,VS1,3656,Premium
0.7,H,VS2,3656,Premium
0.7,H,VS2,3656,Premium
0.9,J,VS1,3656,Premium
1.02,H,SI2,3656,Very Good
1.02,I,SI1,3656,Very Good
1.01,J,SI2,3658,Very Good
0.96,H,VS2,3658,Very Good
0.91,F,SI2,3659,Very Good
0.9,F,SI1,3659,Premium
0.73,E,VS1,3660,Premium
0.9,E,NA,3660,Premium
0.91,D,SI2,3660,Very Good
1.09,I,SI1,3662,Very Good
0.9,E,SI2,3662,Premium
0.9,E,SI2,3662,Premium
0.9,E,SI2,3662,Premium
0.9,E,SI2,3662,Premium
0.9,E,SI2,3662,Premium
0.9,E,SI2,3662,Premium
0.7,F,VS1,3662,Premium
1.22,H,I1,3663,Good
0.89,F,NA,3663,Premium
0.9,I,VS2,3663,Premium
0.91,I,VS2,3664,Very Good
0.87,D,NA,3664,Premium
0.91,G,SI2,3664,Very Good
1.01,I,SI2,3665,Very Good
0.91,E,SI1,3665,Very Good
1.01,H,SI2,3665,Very Good
1.19,H,I1,3665,Very Good
1.27,I,I1,3665,Good
0.91,E,SI1,3665,Very Good
1.01,J,SI1,3665,Very Good
0.91,J,VS1,3666,Very Good
0.9,I,VS1,3666,Premium
0.73,G,NA,3667,Premium
0.7,D,VS2,3668,Premium
0.78,D,VS2,3668,Premium
1.03,F,SI2,3668,Very Good
0.74,D,VS2,3668,Premium
1.03,F,SI2,3668,Very Good
0.73,F,VVS2,3669,Premium
0.95,J,NA,3669,Very Good
0.85,D,SI1,3669,Premium
0.73,G,VVS1,3669,Premium
0.9,G,SI1,3669,Premium
0.9,G,SI1,3669,Premium
1.04,J,SI2,3669,Very Good
0.91,H,SI1,3669,Premium
0.9,G,NA,3669,Premium
0.91,I,VS1,3669,Premium
0.9,G,SI1,3669,Premium
0.9,I,NA,3669,Premium
0.9,G,SI1,3669,Premium
0.9,H,VS1,3669,Premium
0.9,G,SI1,3669,Premium
0.9,G,SI1,3669,Premium
0.9,G,SI1,3669,Premium
1.12,I,SI2,3669,Very Good
1,F,SI1,3669,Very Good
1.04,H,SI2,3669,Very Good
0.91,I,VS1,3669,Premium
0.9,G,SI1,3669,Premium
1.12,I,NA,3669,Very Good
1.17,H,I1,3669,Very Good
1.13,H,I1,3669,Very Good
0.91,H,SI1,3669,Premium
1.04,I,SI1,3669,Very Good
0.9,G,SI1,3669,Premium
0.71,D,VVS2,3670,Premium
0.85,G,SI1,3670,Premium
1.13,H,SI2,3670,Very Good
1.01,H,SI2,3671,Very Good
1.01,G,SI1,3671,Very Good
1.01,D,SI2,3671,Very Good
0.76,G,NA,3671,Premium
0.78,E,SI1,3671,Premium
1.01,D,SI2,3671,Very Good
0.95,G,SI2,3671,Very Good
0.78,D,VS2,3672,Premium
1,F,NA,3672,Very Good
1.06,J,SI2,3672,Very Good
1.05,F,SI2,3672,Very Good
0.7,G,IF,3672,Premium
0.8,G,NA,3673,Premium
0.73,D,VS2,3673,Premium
0.82,G,NA,3674,Premium
0.71,D,SI1,3674,Premium
0.71,D,SI1,3674,Premium
0.96,E,SI2,3674,Very Good
1.01,E,SI2,3674,Very Good
1,F,SI2,3674,Very Good
0.81,E,VS2,3674,Premium
1.01,E,SI2,3674,Very Good
0.92,H,SI1,3675,Very Good
1.03,D,SI2,3675,Very Good
0.79,H,VVS1,3675,Premium
0.63,E,VS1,3675,Ideal
1,G,SI2,3676,Very Good
1.01,H,NA,3676,Very Good
1.01,H,VS1,3676,Very Good
1.01,H,SI2,3676,Very Good
1.01,I,SI1,3676,Very Good
1.01,I,SI1,3676,Very Good
0.9,J,IF,3677,Premium
0.9,I,VS1,3677,Premium
1.13,H,NA,3678,Very Good
1.1,F,I1,3678,Very Good
1.1,F,I1,3678,Very Good
0.9,F,SI1,3679,Premium
0.75,D,VS2,3679,Premium
0.92,E,SI2,3679,Very Good
1,J,SI1,3679,Very Good
0.9,F,SI2,3679,Premium
0.9,H,SI1,3679,Premium
0.31,I,VVS1,571,Fair
0.31,D,SI1,571,Fair
0.31,D,NA,571,Fair
0.31,D,SI1,571,Fair
0.28,E,VVS2,572,Fair
0.28,E,VVS2,572,Fair
0.28,F,VVS1,572,Fair
0.38,J,VS2,572,Fair
0.24,F,VS1,572,Good
0.24,F,VS1,572,Good
0.37,F,SI2,572,Fair
0.3,H,SI1,572,Fair
0.33,I,SI1,572,Fair
0.33,I,SI1,572,Fair
0.33,I,SI1,572,Fair
0.33,I,SI1,572,Fair
0.33,I,SI1,572,Fair
0.33,I,SI1,572,Fair
0.33,I,SI1,572,Fair
0.42,G,SI2,573,Fair
0.34,G,VS2,573,Fair
0.3,F,VS2,573,Fair
0.3,F,VS2,573,Fair
0.3,F,NA,573,Fair
0.3,F,VS2,573,Fair
0.3,F,VS2,573,Fair
0.3,F,VS2,573,Fair
0.3,F,NA,573,Fair
0.3,F,VS2,573,Fair
0.3,F,VS2,573,Fair
0.92,E,SI2,3679,Very Good
0.76,F,VS1,3680,Premium
0.9,G,SI1,3681,Premium
1.01,G,SI2,3682,Very Good
0.91,F,SI2,3682,Premium
0.8,D,SI2,3682,Premium
0.7,F,VVS1,3683,Premium
0.92,F,SI1,3684,Very Good
0.93,I,NA,3685,Very Good
0.84,D,NA,3685,Premium
1,J,VS2,3685,Very Good
1,J,VS2,3685,Very Good
1.02,F,SI2,3686,Very Good
1.21,I,I1,3686,Good
0.91,F,SI2,3688,Premium
1.12,I,SI2,3688,Very Good
0.96,F,SI2,3688,Very Good
0.9,D,SI1,3689,Premium
0.9,E,SI1,3689,Premium
0.81,F,VS1,3689,Premium
0.9,D,SI1,3689,Premium
0.9,D,SI1,3689,Premium
0.9,D,SI1,3689,Premium
0.9,D,SI1,3689,Premium
0.9,D,SI1,3689,Premium
0.72,F,VVS1,3689,Premium
0.93,G,SI2,3689,Very Good
0.71,D,VS1,3690,Premium
0.72,E,VS1,3690,Premium
1,J,SI1,3690,Very Good
0.96,H,SI2,3690,Very Good
1.1,F,I1,3690,Very Good
0.94,D,SI2,3691,Very Good
0.71,F,VVS1,3692,Premium
0.77,F,VS2,3692,Premium
1.03,G,SI2,3692,Very Good
1.11,I,SI2,3692,Very Good
1.03,F,SI2,3692,Very Good
1.03,H,SI2,3692,Very Good
1.23,E,I1,3692,Good
0.97,H,SI2,3694,Very Good
0.74,F,NA,3694,Premium
1.21,J,VS2,3694,Good
1,F,SI2,3696,Very Good
1.1,H,SI2,3696,Very Good
1,E,SI2,3696,Very Good
1.2,H,I1,3696,Very Good
0.9,F,SI1,3696,Premium
1,E,SI1,3696,Very Good
1,G,SI2,3696,Very Good
1,E,SI1,3696,Very Good
1.1,G,SI2,3696,Very Good
1.1,I,SI2,3696,Very Good
1.1,J,VS2,3696,Very Good
1.5,I,I1,3696,Good
1.2,H,SI2,3696,Very Good
0.75,D,VS1,3696,Premium
0.77,E,NA,3697,Premium
0.9,E,SI2,3697,Premium
0.92,G,SI2,3697,Very Good
0.9,H,VS2,3697,Premium
0.82,E,VS2,3697,Premium
1.31,J,SI2,3697,Good
1.01,J,SI1,3699,Very Good
0.9,F,SI1,3699,Premium
0.9,F,SI1,3699,Premium
0.9,F,SI1,3699,Premium
1,G,SI1,3700,Very Good
1.12,G,NA,3700,Very Good
1.08,G,SI2,3701,Very Good
1.02,H,SI2,3701,Very Good
0.9,H,VS2,3701,Premium
0.9,E,SI2,3701,Premium
0.71,F,VS1,3701,Premium
0.71,F,NA,3701,Premium
0.71,F,VS1,3701,Premium
0.77,F,SI1,3702,Premium
0.91,E,SI2,3703,Premium
0.91,E,SI2,3703,Premium
0.91,I,SI1,3703,Premium
0.9,F,SI2,3704,Premium
0.9,F,SI2,3704,Premium
0.9,F,SI2,3704,Premium
0.9,F,NA,3704,Premium
0.9,F,SI2,3704,Premium
0.9,F,SI2,3704,Premium
0.9,F,SI2,3704,Premium
0.9,F,SI2,3704,Premium
0.9,F,SI2,3704,Premium
0.73,F,VVS2,3705,Premium
0.85,F,VS2,3705,Premium
0.71,F,VVS2,3705,Premium
0.9,D,SI2,3706,Premium
0.92,D,SI2,3707,Very Good
0.77,H,VVS2,3707,Premium
0.72,H,VVS1,3708,Premium
0.9,I,VS2,3709,Premium
0.9,I,VS2,3709,Premium
0.9,I,VS2,3709,Premium
0.9,I,VS2,3709,Premium
1.01,F,NA,3709,Very Good
0.92,H,SI1,3709,Very Good
0.86,D,SI1,3709,Premium
0.91,H,SI1,3710,Premium
0.75,F,VVS2,3710,Premium
0.79,I,NA,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.71,F,VS1,3710,Premium
0.91,G,SI1,3710,Premium
1.16,D,I1,3711,Very Good
1,I,NA,3712,Very Good
1,J,SI1,3712,Very Good
0.75,D,SI1,3712,Premium
1.02,I,VS2,3713,Very Good
0.78,E,VS2,3713,Premium
0.92,G,SI2,3713,Premium
0.8,F,VS2,3713,Premium
1,G,SI2,3713,Very Good
1.02,I,NA,3713,Very Good
1.02,H,SI2,3713,Very Good
1.02,H,SI2,3713,Very Good
1,G,SI2,3713,Very Good
1.02,H,SI2,3713,Very Good
1.02,H,SI2,3713,Very Good
1.02,H,SI2,3713,Very Good
1.02,I,SI1,3713,Very Good
0.9,F,SI1,3714,Premium
0.73,E,VVS2,3714,Premium
0.9,E,SI2,3715,Premium
0.9,E,SI2,3715,Premium
0.79,E,SI1,3715,Premium
0.76,F,VVS2,3716,Premium
0.71,D,VS1,3716,Premium
0.97,J,VS2,3717,Very Good
1.01,F,SI2,3717,Very Good
1.01,I,VS2,3717,Very Good
0.75,E,VS2,3718,Premium
0.9,G,SI1,3718,Premium
0.9,G,SI2,3718,Premium
0.9,I,VVS2,3718,Premium
0.71,D,VS1,3718,Premium
1.04,F,I1,3718,Very Good
0.72,E,VVS2,3719,Premium
0.73,F,VVS1,3720,Premium
0.9,I,VS2,3720,Premium
0.8,F,VS1,3720,Premium
0.8,F,VS1,3720,Premium
0.9,I,VS1,3720,Premium
0.77,D,VS2,3721,Premium
1.01,J,VS2,3722,Very Good
0.9,G,SI2,3722,Premium
0.72,D,SI1,3722,Premium
0.96,G,SI2,3723,Very Good
0.91,E,SI2,3723,Premium
0.91,E,NA,3723,Premium
0.92,I,VS1,3723,Premium
1.12,F,SI2,3723,Very Good
0.95,G,SI2,3724,Very Good
0.7,E,VVS1,3724,Premium
0.7,E,VVS1,3724,Premium
0.9,F,SI1,3724,Premium
0.9,F,SI1,3724,Premium
0.92,G,NA,3724,Premium
1.25,F,I1,3724,Good
0.9,I,VS1,3724,Premium
0.9,E,SI2,3724,Premium
0.92,I,VS1,3725,Premium
0.7,G,IF,3725,Premium
0.7,G,VVS2,3725,Premium
0.9,H,VS2,3725,Premium
1.21,E,I1,3726,Very Good
0.91,F,SI2,3726,Premium
1.1,J,SI2,3726,Very Good
0.91,I,VS2,3726,Premium
0.9,H,SI1,3726,Premium
1.08,E,SI2,3726,Very Good
1.13,E,I1,3729,Very Good
1.03,J,SI2,3729,Very Good
0.97,H,SI2,3729,Very Good
1.11,J,VS2,3730,Very Good
0.9,I,SI1,3730,Premium
0.9,H,NA,3730,Premium
0.91,D,SI1,3730,Premium
0.91,D,SI1,3730,Premium
0.91,D,SI1,3730,Premium
0.9,I,VVS2,3730,Premium
1.11,H,SI2,3730,Very Good
0.9,H,SI1,3730,Premium
0.98,H,NA,3731,Very Good
1.01,J,SI2,3732,Very Good
1.01,H,SI2,3732,Very Good
0.58,D,VVS1,3732,Ideal
0.76,D,SI1,3732,Premium
0.8,H,VVS1,3732,Premium
1.19,H,I1,3732,Very Good
1.27,I,I1,3732,Good
1.01,F,SI2,3733,Very Good
1.01,F,SI2,3733,Very Good
1.15,J,SI2,3733,Very Good
1.01,G,SI1,3733,Very Good
0.9,F,SI1,3733,Premium
1.01,H,SI2,3733,Very Good
1.01,I,SI2,3733,Very Good
1.01,H,VS2,3733,Very Good
1.01,J,SI2,3733,Very Good
0.9,G,SI1,3734,Premium
0.9,G,SI1,3734,Premium
0.9,G,SI1,3734,Premium
0.9,G,SI1,3734,Premium
0.91,H,SI1,3734,Premium
0.9,I,NA,3734,Premium
0.9,H,VS1,3734,Premium
0.9,G,SI1,3734,Premium
0.9,G,SI1,3734,Premium
0.9,G,SI1,3734,Premium
0.9,G,SI1,3734,Premium
0.91,H,SI1,3734,Premium
0.91,I,NA,3734,Premium
0.9,H,SI1,3734,Premium
1.13,I,SI2,3734,Very Good
1.51,F,I1,3734,Good
1.51,F,NA,3734,Good
0.73,D,VS2,3735,Premium
1.14,I,SI2,3735,Very Good
1.15,H,SI2,3735,Very Good
0.78,D,VS2,3736,Premium
0.78,G,VS1,3736,Premium
0.9,E,SI2,3736,Premium
0.8,H,VVS1,3737,Premium
1.01,E,SI2,3737,Very Good
0.7,D,VVS2,3737,Premium
0.93,G,NA,3738,Very Good
1.03,J,SI1,3738,Very Good
0.71,G,IF,3739,Premium
1.01,G,SI2,3739,Very Good
1.19,G,SI2,3739,Very Good
1,H,SI2,3740,Very Good
0.75,G,VVS2,3740,Premium
1,F,SI2,3740,Very Good
0.72,F,VVS2,3740,Premium
1.06,J,NA,3740,Very Good
0.9,D,NA,3740,Premium
0.9,D,SI2,3740,Premium
0.9,D,SI2,3740,Premium
0.9,D,SI2,3740,Premium
0.7,F,VVS2,3741,Premium
0.58,D,VVS1,3741,Ideal
0.9,I,VVS1,3741,Premium
1.08,J,SI2,3742,Very Good
1.05,I,SI2,3742,Very Good
0.87,D,SI1,3742,Premium
1.09,D,SI2,3742,Very Good
0.91,E,SI2,3743,Premium
0.91,H,VS2,3743,Premium
1.03,D,SI2,3743,Very Good
0.9,E,SI1,3743,Premium
1.03,D,SI2,3743,Very Good
0.92,E,NA,3744,Premium
0.78,F,VS1,3744,Premium
0.93,D,SI2,3744,Very Good
1.02,J,SI2,3745,Very Good
1.13,H,I1,3745,Very Good
1.1,F,NA,3745,Very Good
1.1,F,I1,3745,Very Good
1.52,I,I1,3745,Good
0.91,F,SI2,3746,Premium
0.9,J,VVS1,3746,Premium
0.72,F,VVS2,3746,Premium
0.93,E,SI2,3746,Very Good
1.13,G,I1,3746,Very Good
0.91,F,SI2,3746,Premium
0.91,F,SI2,3746,Premium
0.74,D,VS1,3746,Premium
0.91,F,SI2,3746,Premium
0.91,F,SI2,3746,Premium
0.91,I,VS2,3747,Premium
0.9,E,NA,3748,Premium
0.71,E,VS1,3748,Premium
0.92,F,NA,3749,Premium
1.01,J,SI1,3749,Very Good
1.01,I,SI2,3749,Very Good
1.03,F,SI2,3749,Very Good
0.63,F,IF,3749,Ideal
1.03,H,SI2,3749,Very Good
1.03,H,SI2,3749,Very Good
1.03,J,SI1,3749,Very Good
1.03,H,SI2,3749,Very Good
1.03,I,SI1,3749,Very Good
0.9,F,VS1,3750,Premium
1.08,I,SI2,3750,Very Good
0.3,F,VS2,573,Fair
0.33,I,VS1,573,Fair
0.4,G,SI2,573,Fair
0.4,G,SI2,573,Fair
0.4,G,SI2,573,Fair
0.4,I,SI1,573,Fair
0.31,H,SI1,573,Fair
0.31,H,SI1,573,Fair
0.31,H,SI1,573,Fair
0.31,H,SI1,573,Fair
0.31,H,SI1,573,Fair
0.31,H,SI1,573,Fair
0.31,H,SI1,573,Fair
0.31,H,SI1,573,Fair
0.31,H,SI1,573,Fair
0.31,H,NA,573,Fair
0.3,D,SI2,574,Fair
0.31,G,VS2,574,Fair
0.31,G,VS2,574,Fair
0.34,G,NA,574,Fair
0.34,F,SI2,574,Fair
0.34,F,SI2,574,Fair
0.34,F,SI2,574,Fair
0.34,F,SI2,574,Fair
0.3,G,SI1,574,Fair
0.3,G,SI1,574,Fair
0.3,G,SI1,574,Fair
0.3,G,SI1,574,Fair
0.3,G,SI1,574,Fair
0.3,G,SI1,574,Fair
0.77,F,VS1,3750,Premium
0.95,F,NA,3750,Very Good
0.9,F,VS1,3750,Premium
0.93,H,SI1,3750,Premium
0.9,F,VS2,3750,Premium
1.01,G,SI2,3750,Very Good
0.93,H,SI1,3750,Premium
0.91,E,SI2,3751,Premium
1.25,J,VS2,3751,Good
0.92,G,SI1,3751,Premium
0.91,I,NA,3751,Premium
0.9,D,SI1,3751,Premium
0.9,G,NA,3752,Premium
0.9,G,SI1,3752,Premium
0.7,D,VS1,3752,Premium
0.9,G,NA,3752,Premium
1,E,NA,3752,Very Good
1,E,SI2,3752,Very Good
1.06,J,SI2,3754,Very Good
1.02,F,SI2,3754,Very Good
1.02,F,SI2,3754,Very Good
0.9,D,SI1,3755,Premium
0.9,D,SI1,3755,Premium
1.14,F,I1,3755,Very Good
1.03,G,SI2,3755,Very Good
1.02,J,NA,3755,Very Good
0.77,D,VS2,3755,Premium
0.91,E,SI2,3756,Premium
0.91,H,SI2,3756,Premium
0.81,F,VS2,3756,Premium
